,Date,LSE (GBp),NYSE (USD)
2298,29/12/2016,3505.54,45.52
2299,28/12/2016,3514.64,45.28
2300,23/12/2016,3506.07,45.63
2301,22/12/2016,3460.01,45.55
2302,21/12/2016,3462.69,45.35
2303,20/12/2016,3434.84,45.26
2304,19/12/2016,3390.92,45.18
2305,16/12/2016,3384.49,44.76
2306,15/12/2016,3401.63,44.6
2307,14/12/2016,3406.45,45.77
2308,13/12/2016,3369.49,45.64
2309,12/12/2016,3352.89,44.64
2310,09/12/2016,3313.79,44.48
2311,08/12/2016,3351.82,44.17
2312,07/12/2016,3344.32,44.52
2313,06/12/2016,3345.39,44.94
2314,05/12/2016,3319.68,45.16
2315,02/12/2016,3310.04,44.33
2316,01/12/2016,3370.03,44.31
2317,30/11/2016,3358.24,45.87
2318,29/11/2016,3368.96,44.37
2319,28/11/2016,3387.17,44.45
2320,25/11/2016,3350.21,44.76
2321,23/11/2016,3360.92,43.64
2322,22/11/2016,3345.39,44.09
2323,21/11/2016,3361.46,43.82
2324,18/11/2016,3366.28,43.49
2325,17/11/2016,3365.74,43.81
2326,16/11/2016,3415.55,43.89
2327,15/11/2016,3385.56,44.34
2328,14/11/2016,3419.30,44.31
2329,11/11/2016,3404.84,44.72
2330,10/11/2016,3553.74,44.79
2331,09/11/2016,3566.06,45.83
2332,08/11/2016,3603.55,46.97
2333,07/11/2016,3603.55,46.7
2334,04/11/2016,3584.27,46.79
2335,03/11/2016,3649.08,47.1
2336,02/11/2016,3688.71,47.51
2337,01/11/2016,3664.08,47.52
2338,31/10/2016,3684.96,46.74
2339,28/10/2016,3672.11,47.05
2340,27/10/2016,3661.40,47.25
2341,26/10/2016,3736.92,46.98
2342,25/10/2016,3719.78,47.7
2343,24/10/2016,3742.81,47.88
2344,21/10/2016,3736.38,47.69
2345,20/10/2016,3717.10,47.81
2346,19/10/2016,3740.13,47.94
2347,18/10/2016,3749.24,48.52
2348,17/10/2016,3775.48,48.02
2349,14/10/2016,3818.33,48.66
2350,13/10/2016,3931.34,48.96
2351,12/10/2016,4018.11,51.38
2352,11/10/2016,4021.86,52.13
2353,10/10/2016,4000.44,52.14
2354,07/10/2016,3996.15,52.26
2355,06/10/2016,3958.12,52.32
2356,05/10/2016,4032.57,53.09
2357,04/10/2016,3983.83,54.34
2358,03/10/2016,3924.91,53.48
2359,30/09/2016,3882.60,53.06
2360,29/09/2016,3920.63,53.39
2361,28/09/2016,3897.06,53.6
2362,27/09/2016,3878.85,52.91
2363,26/09/2016,3874.57,52.44
2364,23/09/2016,3888.49,53.01
2365,22/09/2016,3815.65,53.43
2366,21/09/2016,3847.79,51.75
2367,20/09/2016,3822.61,52.31
2368,19/09/2016,3804.94,52.46
2369,16/09/2016,3801.19,51.85
2370,15/09/2016,3765.30,52.25
2371,14/09/2016,3773.87,52.13
2372,13/09/2016,3774.41,52.27
2373,12/09/2016,3742.81,52.16
2374,09/09/2016,3818.87,53.02
2375,08/09/2016,3882.07,53.79
2376,07/09/2016,3875.10,54.52
2377,06/09/2016,3899.74,54.33
2378,02/09/2016,3792.08,54.56
2379,01/09/2016,3814.04,52.55
2380,31/08/2016,3821.01,52.09
2381,30/08/2016,3842.43,52.72
2382,26/08/2016,3810.30,52.68
2383,25/08/2016,3782.44,52.63
2384,24/08/2016,3796.91,52.71
2385,23/08/2016,3831.72,53.07
2386,22/08/2016,3852.07,52.54
2387,19/08/2016,3854.22,52.81
2388,18/08/2016,3884.21,53.27
2389,17/08/2016,3868.68,52.92
2390,16/08/2016,3893.85,52.66
2391,15/08/2016,3878.32,52.55
2392,12/08/2016,3885.82,52.75
2393,11/08/2016,3831.72,52.7
2394,10/08/2016,3825.83,52.18
2395,09/08/2016,3780.84,51.86
2396,08/08/2016,3793.16,51.53
2397,05/08/2016,3767.45,51.87
2398,04/08/2016,3707.99,51.63
2399,03/08/2016,3778.16,51.82
2400,02/08/2016,3840.29,53.13
2401,01/08/2016,3810.30,52.37
2402,29/07/2016,3780.30,52.17
2403,28/07/2016,3780.84,52.43
2404,27/07/2016,3825.83,52.25
2405,26/07/2016,3797.44,52.7
2406,25/07/2016,3807.62,52.38
2407,22/07/2016,3787.26,52.27
2408,21/07/2016,3872.43,52.59
2409,20/07/2016,3842.97,52.93
2410,19/07/2016,3835.47,52.91
2411,18/07/2016,3844.57,53.38
2412,15/07/2016,3798.51,53.45
2413,14/07/2016,3882.07,53.88
2414,13/07/2016,3822.08,53.3
2415,12/07/2016,3902.42,53.2
2416,11/07/2016,3932.41,53.11
2417,08/07/2016,3919.56,53.43
2418,07/07/2016,3898.13,53.64
2419,06/07/2016,3931.34,52.75
2420,05/07/2016,3856.36,53.79
2421,01/07/2016,3840.29,54.29
2422,30/06/2016,3707.46,52.85
2423,29/06/2016,3642.12,51.85
2424,28/06/2016,3600.34,51.12
2425,27/06/2016,3470.72,49.69
2426,24/06/2016,3389.85,50.54
2427,23/06/2016,3428.41,53.06
2428,22/06/2016,3403.24,52.27
2429,21/06/2016,3320.22,51.59
2430,20/06/2016,3337.89,51.53
2431,17/06/2016,3332.00,49.71
2432,16/06/2016,3293.44,48.92
2433,15/06/2016,3294.51,49.55
2434,14/06/2016,3328.79,49.1
2435,13/06/2016,3375.38,50.11
2436,10/06/2016,3437.51,51.15
2437,09/06/2016,3459.47,52.38
2438,08/06/2016,3460.01,52.81
2439,07/06/2016,3467.51,53.12
2440,06/06/2016,3435.37,52.71
2441,03/06/2016,3396.81,51.86
2442,02/06/2016,3406.98,51.4
2443,01/06/2016,3367.35,51.44
2444,31/05/2016,3380.20,52.35
2445,27/05/2016,3347.00,51.78
2446,26/05/2016,3312.18,51.57
2447,25/05/2016,3362.53,51.66
2448,24/05/2016,3284.87,50.69
2449,23/05/2016,3305.22,50.01
2450,20/05/2016,3290.76,50.54
2451,19/05/2016,3289.15,50.25
2452,18/05/2016,3308.43,50.52
2453,17/05/2016,3376.46,50.9
2454,16/05/2016,3361.99,50.93
2455,13/05/2016,3357.71,51.12
2456,12/05/2016,3366.28,51.64
2457,11/05/2016,3374.31,51.38
2458,10/05/2016,3403.24,51.27
2459,09/05/2016,3355.57,51.1
2460,06/05/2016,3310.04,50.37
2461,05/05/2016,3314.33,50.39
2462,04/05/2016,3300.93,50.1
2463,03/05/2016,3293.97,50.64
2464,29/04/2016,3307.36,50.23
2465,28/04/2016,3318.07,50.32
2466,27/04/2016,3356.64,50.78
2467,26/04/2016,3419.84,51.77
2468,25/04/2016,3406.45,51.49
